project_id,project_ref,gsp,licence_area,technology,mw_installed,mw_export,phase,queue_position,queue_pct,gsp_total_mw,gsp_project_count,firm_date,firm_date,acceptance_date,protections,gsp_fault_constrained,spv_name,spv_postcode,spv_lat,spv_lon,spv_address,spv_county,ecr_flexible,ecr_target_energisation,ecr_mpan,ecr_match_score,ecr_match_type,location_source,ch_company_number,ch_status,ch_incorporated,ch_last_filing,ch_has_charges,ch_charge_count,ch_match_name,ch_match_score,ch_dormant,repd_ref,repd_planning_status,repd_lpa,repd_operator,repd_county,repd_region,repd_postcode,repd_date_refused,repd_date_granted,repd_date_operational,repd_date_construction,repd_match_score,tier,tier_reasons,acq_signal,acq_rationale,last_updated,NESO Countersign Date,Customer Acceptance Date,Obtain Min Info Date,gate_outcome
94,G2-0094,COVENTRY 132kV S STN,East Midlands,Solar,12.8,12.8,1.0,126,0.17647058823529413,,,30/11/2026,,01/06/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, rainsbrook solar limited,CV21 4PN,52.35432,-1.20212,Kilsby Lane,Northamptonshire,data not available,2026-11-30 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13448009,active,2021-06-09,2025-10-07,False,0,RAINSBROOK SOLAR LIMITED,100.0,False,"repd_ref    C1237
repd_ref     1434
repd_ref      NaN
Name: 1154, dtype: object",Planning Permission Refused,South Kesteven,Lark Energy,Lincolnshire,East Midlands,,2013-12-11 00:00:00,,,,100.0,RED,planning:refused(2013-12-11)|spv:active|queue_pct:18%,HIGH,Planning refused but SPV still active and queue position is front-half at COVENTRY 132kV S STN. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/06/2020,13/03/2020,11/12/2019,Gate 2
95,G2-0095,DRAKELOW 132kV,East Midlands,Solar,5.1,5.1,1.0,127,0.23076923076923078,,,07/02/2026,,01/06/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,,,52.79529,-1.56096,,,,,,0.0,none,gsp,,,,,,,,,,"repd_ref    C2141
repd_ref     1911
repd_ref      NaN
Name: 1509, dtype: object",Abandoned,Bassetlaw,Fred Walter & Sons Ltd,Nottinghamshire,East Midlands,DN22 8SB,,,,,100.0,RED,planning:Abandoned|queue_pct:23%|no_ecr_match|no_ch_record,HIGH,RED tier with front-half queue position at DRAKELOW 132kV (5 MW). Distressed project may exit at a significant discount. Suits Path A (connection inheritance) or Path C (demand co-location with data centre).,2026-05-07T19:15:52,06/06/2020,07/05/2020,12/12/2019,Gate 2
96,G2-0096,Indian Queens S.G.P.,South West,Wind,19.9,19.9,1.0,128,0.21052631578947367,,,31/01/2027,,01/04/2020,Protection Clause 2a: Additional protection for projects contracted to connect on or before 31st December 2027,,Evans energy ltd,DATA NOT AVAILABLE,50.38987,-4.97672,Cold Northcott,data not available,data not available,2027-01-19 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),gsp,04379385,active,2002-02-22,2026-03-08,False,0,EVANS ENERGY LIMITED,88.9,False,"repd_ref    EN00503
repd_ref       3443
repd_ref        NaN
Name: 2712, dtype: object",Appeal Refused,North Devon,Airtricity Developments (UK) Limited,Devon,South West,,2008-09-04 00:00:00,,,,100.0,RED,planning:refused(2008-09-04)|spv:active|queue_pct:21%,HIGH,Planning refused but SPV still active and queue position is front-half at Indian Queens S.G.P.. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/04/2020,06/04/2020,19/12/2019,Gate 2
97,G2-0097,Cardiff East Grid,South Wales,Solar,49.9,49.9,1.0,129,0.25,,,30/09/2027,,01/02/2020,Protection Clause 2a: Additional protection for projects contracted to connect on or before 31st December 2027,,Cenin renewables ltd,CF5 6SF,51.46732,-3.28813,data not available,data not available,data not available,2027-02-12 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,07598482,active,2011-04-11,2026-04-11,True,5,CENIN RENEWABLES LIMITED,90.9,False,"repd_ref     NaN
repd_ref    6071
repd_ref     NaN
Name: 4853, dtype: object",Under Construction,Isle of Anglesey,EDF Energy Renewables,Isle of Anglesey,Wales,LL67,,,,2022-06-01 00:00:00,100.0,GREEN,planning:under_construction(2022-06-01)|spv:active|charges:5registered|queue_pct:25%,LOW,GREEN with registered charges at Cardiff East Grid — project is at or near FID. Real competition for grid capacity. A voluntary exit would price near full value; not a distressed opportunity. Track as a competitor.,2026-05-07T19:15:52,06/02/2020,31/01/2020,20/12/2019,Gate 2
98,G2-0098,IRON ACTON 132kV S STN,South West,Solar,54.992,49.9,1.0,130,0.19047619047619047,,,01/10/2027,,01/06/2021,Protection Clause 2a: Additional protection for projects contracted to connect on or before 31st December 2027,,World's end farm solar park limited,GL13 9QX,51.67554,-2.49048,Clapton,data not available,data not available,2026-08-19 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,12320285,active,2019-11-18,2025-06-09,True,1,WORLD'S END FARM SOLAR PARK LIMITED,100.0,False,"repd_ref    C2407
repd_ref     1335
repd_ref      NaN
Name: 1093, dtype: object",Operational,Wiltshire,Foresight,Wiltshire,South West,SN12 7QP,2014-04-16 00:00:00,,2016-03-31 00:00:00,2015-11-23 00:00:00,100.0,RED,planning:refused(2014-04-16)|planning:operational(2016-03-31)|spv:active|charges:1registered|queue_pct:19%,HIGH,Planning refused but SPV still active and queue position is front-half at IRON ACTON 132kV S STN. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/06/2021,06/05/2021,23/12/2019,Gate 2
99,G2-0099,IRON ACTON 132kV S STN,South West,Solar,39.4,39.4,1.0,131,0.23809523809523808,,,24/06/2026,,01/01/2021,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,Rag lane solar limited,GL12 8LD,51.59309,-2.42053,data not available,Gloucetershire,data not available,2026-09-02 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12368134,active,2019-12-17,2025-05-21,True,1,RAG LANE SOLAR LIMITED,100.0,False,"repd_ref    C0447
repd_ref     1630
repd_ref      NaN
Name: 1315, dtype: object",Operational,Cornwall,Equitix,Cornwall,South West,PL15 8LY,,,2014-12-10 00:00:00,2014-02-28 00:00:00,100.0,GREEN,planning:operational(2014-12-10)|spv:active|charges:1registered|queue_pct:24%,LOW,GREEN with registered charges at IRON ACTON 132kV S STN — project is at or near FID. Real competition for grid capacity. A voluntary exit would price near full value; not a distressed opportunity. Track as a competitor.,2026-05-07T19:15:52,06/01/2021,24/02/2020,27/12/2019,Gate 2
100,G2-0100,STAYTHORPE C 132kV S STN,East Midlands,Solar,70.0,49.9,1.0,132,0.4166666666666667,,,01/11/2025,,01/03/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,,,53.04446,-0.90729,,,,,,0.0,none,gsp,,,,,,,,,,"repd_ref      NaN
repd_ref    12117
repd_ref    12118
Name: 8228, dtype: object",Under Construction,South Holland,AGR Solar 2 Limited,Lincolnshire,East Midlands,PE20 3BN,,,,,100.0,AMBER,planning:Under Construction|queue_pct:42%|no_ecr_match|no_ch_record,MEDIUM,"Consented or progressing, active SPV, good queue position at STAYTHORPE C 132kV S STN, but no registered charges — pre-FID. Developer may be seeking capital or a co-development partner. Path B (co-location partnership) is the natural fit: nuclear provides capital and offtake anchor, developer provides planning and connection. 70 MW.",2026-05-07T19:15:52,06/03/2020,02/03/2020,11/01/2020,Gate 2
101,G2-0101,GRENDON 132kV S STN,East Midlands,Dispatchable,30.0,15,1.0,133,0.25925925925925924,,,01/09/2027,,01/02/2021,Protection Clause 2a: Additional protection for projects contracted to connect on or before 31st December 2027,,,,52.54033,-1.57928,,,,,,0.0,none,gsp,,,,,,,,,,,,,,,,,,,,,0.0,GREY,queue_pct:26%|no_ecr_match|no_repd_match|no_ch_record,MEDIUM,"No public trace but front-half queue position at GRENDON 132kV S STN. May be a real Phase 2 project with slow data propagation, or a speculative placeholder. Worth direct outreach to NGED to confirm queue status before investing diligence effort.",2026-05-07T19:15:52,06/02/2021,13/05/2020,13/01/2020,Gate 2
102,G2-0102,Alverdiscott S.G.P.,South West,Solar,30.4,32.8,1.0,134,0.13333333333333333,,,30/08/2025,,01/08/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),TRUE,Highwith solar limited,PL15 8UB,51.01829,-4.01641,data not available,data not available,data not available,2027-02-24 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),gsp,13043263,active,2020-11-25,2025-11-20,False,0,HIGHWITH SOLAR LIMITED,100.0,False,"repd_ref    C2108
repd_ref     2035
repd_ref      NaN
Name: 1629, dtype: object",Operational,Swindon,Meag,Wiltshire,South West,SN6 7QZ,,,2015-03-31 00:00:00,2015-01-15 00:00:00,100.0,GREEN,planning:operational(2015-03-31)|spv:active|queue_pct:13%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 30 MW at Alverdiscott S.G.P..",2026-05-07T19:15:52,06/08/2020,13/07/2020,14/01/2020,Gate 2
103,G2-0103,Aberthaw Power Station,South Wales,Solar,15.3,15.3,1.0,135,0.4,,,30/09/2026,,01/01/2021,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),TRUE,Welsh government land division,CF64 5UB,51.41572,-3.18004,-,data not available,data not available,2027-06-29 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,,no_confident_match,,,False,0,,0.0,,"repd_ref    IF1057
repd_ref      1719
repd_ref       NaN
Name: 1353, dtype: object",Operational,Carmarthenshire,Munich RE,Dyfed,Wales,SA34 0SS,,,2014-03-31 00:00:00,2014-02-12 00:00:00,100.0,AMBER,planning:operational(2014-03-31)|queue_pct:40%|ch:no_confident_match,MEDIUM,"Consented or progressing, active SPV, good queue position at Aberthaw Power Station, but no registered charges — pre-FID. Developer may be seeking capital or a co-development partner. Path B (co-location partnership) is the natural fit: nuclear provides capital and offtake anchor, developer provides planning and connection. 15 MW.",2026-05-07T19:15:52,06/01/2021,12/04/2024,17/01/2020,Gate 2
104,G2-0104,Aberthaw Power Station,South Wales,Solar,42.0,42,1.0,139,0.6,,,31/12/2026,,01/06/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),TRUE,Wallace wood solar farm limited,CF5 6BE,51.43563,-3.27045,-,data not available,data not available,2027-07-07 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,12656533,active,2020-06-09,2025-06-08,False,0,WALLACE WOOD SOLAR FARM LIMITED,100.0,False,"repd_ref     NaN
repd_ref    7469
repd_ref     NaN
Name: 5704, dtype: object",Planning Permission Granted,Welsh Government (NSIP),Spring Dev 2,Carmarthenshire,Wales,SA18 3RE,,,,,100.0,AMBER,spv:active,LOW,"AMBER, pre-FID, back-of-queue at Aberthaw Power Station. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,06/06/2020,01/10/2021,31/01/2020,Gate 2
105,G2-0105,FECKENHAM 66 11kV S STN,West Midlands,Solar,26.0,25.9,1.0,140,0.8333333333333334,,,02/01/2027,,01/08/2020,Protection Clause 2a: Additional protection for projects contracted to connect on or before 31st December 2027,,Eeb54 limited,CV37 8LB,52.15412,-1.73228,Lands At Alscot Estate,Warwickshire,data not available,2026-08-26 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,,no_confident_match,,,False,0,,0.0,,"repd_ref    C3220
repd_ref     2197
repd_ref      NaN
Name: 1780, dtype: object",Revised,Shropshire,Lightsource Renewable Energy,Shropshire,West Midlands,TF11,2014-12-10 00:00:00,,,,100.0,RED,planning:refused(2014-12-10)|ch:no_confident_match,LOW,"RED tier, back of queue, weak remaining signals. Limited residual value for acquisition. Monitor for formal queue removal via CMP470.",2026-05-07T19:15:52,06/08/2020,26/05/2020,03/02/2020,Gate 2
106,G2-0106,EAST CLAYDON 132KV S STN,East Midlands,Solar,49.9,49.9,1.0,141,0.3125,,,30/10/2027,,03/08/2022,,TRUE, jbm solar projects 20 ltd,NN13 6DZ,52.07217,-1.17703,Halse Road,East Midlands,data not available,2027-05-19 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12140411,active,2019-08-06,2025-08-05,False,0,JBM SOLAR PROJECTS 20 LTD,100.0,False,"repd_ref    C3242
repd_ref     2199
repd_ref      NaN
Name: 1782, dtype: object",Planning Permission Expired,North Kesteven,Hazel Capital LLP,Lincolnshire,East Midlands,LN4 3PQ,,,,,100.0,GREEN,planning:Planning Permission Expired|spv:active|queue_pct:31%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 50 MW at EAST CLAYDON 132KV S STN.",2026-05-07T19:15:52,08/08/2022,11/06/2020,07/02/2020,Gate 2
107,G2-0107,STAYTHORPE C 132kV S STN,East Midlands,Solar,40.0,40,1.0,141,0.5,,,01/12/2025,,01/05/2021,,,  by pass farm solar limited (owned sse),NG32 2JT,52.97828,-0.73373,Great North Road,data not available,data not available,2027-03-16 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12558977,active,2020-04-16,2026-02-01,False,0,BY-PASS FARM SOLAR LIMITED,78.1,False,"repd_ref    AA692
repd_ref     1585
repd_ref      NaN
Name: 1274, dtype: object",Operational,Charnwood,Foresight Solar Fund,Leicestershire,East Midlands,LE12 5SN,,,2013-03-28 00:00:00,2013-02-01 00:00:00,100.0,GREEN,planning:operational(2013-03-28)|spv:active|queue_pct:50%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 40 MW at STAYTHORPE C 132kV S STN.",2026-05-07T19:15:52,06/05/2021,20/05/2020,07/02/2020,Gate 2
108,G2-0108,STAYTHORPE C 132kV S STN,East Midlands,Solar,46.1,38.7,1.0,145,0.5833333333333334,,,31/12/2026,,01/03/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, jbm solar projects 10 limited,NG13 0FD,52.93481,-0.76798,Easthorpe Lane,data not available,data not available,2027-06-04 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,11762025,active,2019-01-11,2026-01-10,False,0,JBM SOLAR PROJECTS 8 LTD,86.8,False,"repd_ref    C2228
repd_ref     2018
repd_ref      NaN
Name: 1612, dtype: object",Planning Permission Expired,West Lindsey,Lunar Energy Power,Lincolnshire,East Midlands,,,,,,100.0,AMBER,planning:Planning Permission Expired|spv:active,LOW,"AMBER, pre-FID, back-of-queue at STAYTHORPE C 132kV S STN. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,06/03/2020,21/02/2020,13/02/2020,Gate 2
109,G2-0109,LEA MARSTON 132kV S STN,East Midlands,Solar,70.0,38.8,1.0,146,0.1,,,31/08/2025,,01/05/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,,,52.53566,-1.71017,,,,,,0.0,none,gsp,,,,,,,,,,"repd_ref      NaN
repd_ref    12117
repd_ref    12118
Name: 8228, dtype: object",Under Construction,South Holland,AGR Solar 2 Limited,Lincolnshire,East Midlands,PE20 3BN,,,,,100.0,AMBER,planning:Under Construction|queue_pct:10%|no_ecr_match|no_ch_record,MEDIUM,"Consented or progressing, active SPV, good queue position at LEA MARSTON 132kV S STN, but no registered charges — pre-FID. Developer may be seeking capital or a co-development partner. Path B (co-location partnership) is the natural fit: nuclear provides capital and offtake anchor, developer provides planning and connection. 70 MW.",2026-05-07T19:15:52,06/05/2020,29/04/2020,21/02/2020,Gate 2
110,G2-0110,Rassau G.S.P.,South Wales,Wind,36.0,33.2,1.0,146,0.8571428571428571,,,12/10/2027,,01/01/2021,Protection Clause 2a: Additional protection for projects contracted to connect on or before 31st December 2027,,,,51.80144,-3.20365,,,,,,0.0,none,gsp,,,,,,,,,,"repd_ref    C0354
repd_ref     3582
repd_ref      NaN
Name: 2824, dtype: object",Abandoned,Carmarthenshire,RWE Npower Renewables,Dyfed,Wales,,,,,,100.0,RED,planning:Abandoned|no_ecr_match|no_ch_record,LOW,"RED tier, back of queue, weak remaining signals. Limited residual value for acquisition. Monitor for formal queue removal via CMP470.",2026-05-07T19:15:52,06/01/2021,18/06/2020,21/02/2020,Gate 2
111,G2-0111,Iron Acton S.G.P.,South West,BESS,7.2,7.2,1.0,149,0.5,,,31/10/2028,31/03/2026,01/04/2021,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Conrad (st philips) limited,BS2 0TA,51.44826,-2.56693,Philip Street,data not available,data not available,2026-10-12 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,13647764,active,2021-09-28,2025-09-27,False,0,CONRAD (ST PHILIPS) LIMITED,100.0,False,"repd_ref     NaN
repd_ref    7125
repd_ref     NaN
Name: 5474, dtype: object",Abandoned,Tewkesbury,Aura Power,Gloucestershire,South West,GL20 8HG,,,,,100.0,RED,planning:Abandoned|spv:active|queue_pct:50%,HIGH,Planning refused but SPV still active and queue position is front-half at Iron Acton S.G.P.. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/04/2021,31/03/2020,03/03/2020,Gate 2
112,G2-0112,LEA MARSTON 132kV S STN,West Midlands,Dispatchable,29.0,29,1.0,149,0.2,,,28/03/2028,,21/09/2020,Protection Clause 2a: Projects which are significantly progressed (CMP435),,,,52.52395,-1.71613,,,,,,0.0,none,gsp,,,,,,,,,,,,,,,,,,,,,0.0,GREY,queue_pct:20%|no_ecr_match|no_repd_match|no_ch_record,MEDIUM,"No public trace but front-half queue position at LEA MARSTON 132kV S STN. May be a real Phase 2 project with slow data propagation, or a speculative placeholder. Worth direct outreach to NGED to confirm queue status before investing diligence effort.",2026-05-07T19:15:52,26/09/2020,10/08/2020,03/03/2020,Gate 2
113,G2-0113,PORT HAM 132kV S STN,West Midlands,Solar,49.9,49.9,1.0,151,0.3148148148148148,,,22/01/2026,,13/08/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, jbm solar projects 7 ltd,GL2 7PN,51.778,-2.33638,Whitminster,data not available,data not available,2026-09-02 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,11761895,active,2019-01-11,2026-01-10,False,0,JBM SOLAR PROJECTS 7 LTD,100.0,False,"repd_ref    C3224
repd_ref     1980
repd_ref      NaN
Name: 1575, dtype: object",Planning Permission Expired,Wychavon,Solar Planning,Hereford and Worcester,West Midlands,WR8 9ES,,,,,100.0,GREEN,planning:Planning Permission Expired|spv:active|queue_pct:31%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 50 MW at PORT HAM 132kV S STN.",2026-05-07T19:15:52,18/08/2020,14/07/2020,04/03/2020,Gate 2
114,G2-0114,PORT HAM 132kV S STN,West Midlands,Solar,49.9,49.9,1.0,151,0.3148148148148148,,,01/04/2026,,16/09/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, jbm solar projects 7 ltd,GL2 7PN,51.778,-2.33638,Whitminster,data not available,data not available,2026-09-02 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,11761895,active,2019-01-11,2026-01-10,False,0,JBM SOLAR PROJECTS 7 LTD,100.0,False,"repd_ref    C3224
repd_ref     1980
repd_ref      NaN
Name: 1575, dtype: object",Planning Permission Expired,Wychavon,Solar Planning,Hereford and Worcester,West Midlands,WR8 9ES,,,,,100.0,GREEN,planning:Planning Permission Expired|spv:active|queue_pct:31%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 50 MW at PORT HAM 132kV S STN.",2026-05-07T19:15:52,21/09/2020,06/08/2020,04/03/2020,Gate 2
115,G2-0115,RATCLIFFE ON SOAR 132kV S STN,East Midlands,Solar,20.0,20,1.0,153,0.125,,,26/03/2026,,01/08/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, nightshade devco limited,LE12 5TL,52.78098,-1.17404,Cotes,data not available,data not available,2027-05-20 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13243422,active,2021-03-03,2026-03-02,False,0,NIGHTSHADE DEVCO LIMITED,100.0,False,"repd_ref    C3390
repd_ref     2276
repd_ref      NaN
Name: 1859, dtype: object",Abandoned,South Holland,BE Renewables/Little Eau Solar,Lincolnshire,East Midlands,PE12 0LQ,,,,,100.0,RED,planning:Abandoned|spv:active|queue_pct:12%,HIGH,Planning refused but SPV still active and queue position is front-half at RATCLIFFE ON SOAR 132kV S STN. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/08/2020,27/07/2020,05/03/2020,Gate 2
116,G2-0116,RATCLIFFE ON SOAR 132kV S STN,East Midlands,BESS,2.0,20,1.0,153,0.125,,,26/03/2026,,01/08/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,,,52.86874,-1.26319,,,,,,0.0,none,gsp,,,,,,,,,,,,,,,,,,,,,0.0,GREY,queue_pct:12%|no_ecr_match|no_repd_match|no_ch_record,MEDIUM,"No public trace but front-half queue position at RATCLIFFE ON SOAR 132kV S STN. May be a real Phase 2 project with slow data propagation, or a speculative placeholder. Worth direct outreach to NGED to confirm queue status before investing diligence effort.",2026-05-07T19:15:52,06/08/2020,27/07/2020,05/03/2020,Gate 2
117,G2-0117,Bushbury D 132kV,West Midlands,Solar,9.0,9,1.0,155,0.17857142857142858,,,31/03/2026,,16/09/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,Boultbee brooks (renewables county),WV7 3AH,52.62783,-2.24342,County Lane,data not available,data not available,2028-02-01 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,13271238,active,2021-03-16,2025-05-31,False,0,BOULTBEE BROOKS (RENEWABLES COUNTY LANE) LTD,88.6,False,"repd_ref    AA943
repd_ref     1348
repd_ref      NaN
Name: 1105, dtype: object",Operational,Shropshire,WS Systems Ltd,Shropshire,West Midlands,SY5 9PF,,,2014-09-10 00:00:00,2014-07-01 00:00:00,100.0,GREEN,planning:operational(2014-09-10)|spv:active|queue_pct:18%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 9 MW at Bushbury D 132kV.",2026-05-07T19:15:52,21/09/2020,18/08/2020,09/03/2020,Gate 2
118,G2-0118,Bushbury D 132kV,West Midlands,BESS,2.0,9,1.0,155,0.17857142857142858,,,31/03/2026,,16/09/2020,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,,,52.62954,-2.11909,,,,,,0.0,none,gsp,,,,,,,,,,"repd_ref     NaN
repd_ref    6846
repd_ref     NaN
Name: 5264, dtype: object",Operational,Walsall,University of Sheffield/ Eon/ Uniper,West Midlands,West Midlands,WV13 2NU,,,2014-09-01 00:00:00,2014-08-01 00:00:00,100.0,AMBER,planning:operational(2014-09-01)|queue_pct:18%|no_ecr_match|no_ch_record,MEDIUM,"Consented or progressing, active SPV, good queue position at Bushbury D 132kV, but no registered charges — pre-FID. Developer may be seeking capital or a co-development partner. Path B (co-location partnership) is the natural fit: nuclear provides capital and offtake anchor, developer provides planning and connection. 2 MW.",2026-05-07T19:15:52,21/09/2020,18/08/2020,09/03/2020,Gate 2
119,G2-0119,PORT HAM 132kV S STN,West Midlands,Solar,40.0,40,1.0,157,0.37037037037037035,,,29/01/2026,,11/06/2020,,, eeb41 limited,GL18 1JX,51.90614,-2.40247,data not available,data not available,data not available,2026-09-21 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12170037,active,2019-08-22,2025-08-21,True,1,EEB41 LIMITED,100.0,False,"repd_ref     NaN
repd_ref    9001
repd_ref     NaN
Name: 6478, dtype: object",Abandoned,"Herefordshire, County of",Ersun Westhide SPV Limited,Hereford and Worcester,West Midlands,HR1,,,,,100.0,RED,planning:Abandoned|spv:active|charges:1registered|queue_pct:37%,HIGH,Planning refused but SPV still active and queue position is front-half at PORT HAM 132kV S STN. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,16/06/2020,01/06/2020,10/03/2020,Gate 2
120,G2-0120,LEA MARSTON 132kV S STN,East Midlands,Solar,49.9,49.9,1.0,158,0.3,,,31/12/2027,,01/01/2021,Protection Clause 2a: Additional protection for projects contracted to connect on or before 31st December 2027,, eeb47 limited,B79 0AQ,52.67514,-1.64353,Land West Of Thorpe Constantin,data not available,data not available,2026-08-18 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12169058,active,2019-08-22,2025-08-21,True,1,EEB47 LIMITED,100.0,False,"repd_ref    C3242
repd_ref     2199
repd_ref      NaN
Name: 1782, dtype: object",Planning Permission Expired,North Kesteven,Hazel Capital LLP,Lincolnshire,East Midlands,LN4 3PQ,,,,,100.0,GREEN,planning:Planning Permission Expired|spv:active|charges:1registered|queue_pct:30%,LOW,GREEN with registered charges at LEA MARSTON 132kV S STN — project is at or near FID. Real competition for grid capacity. A voluntary exit would price near full value; not a distressed opportunity. Track as a competitor.,2026-05-07T19:15:52,06/01/2021,11/08/2020,12/03/2020,Gate 2
121,G2-0121,Pembroke Power Station,South Wales,Solar,30.6,30.6,1.0,158,0.25,,,31/10/2028,,01/09/2020,,TRUE, alleston clean energy limited,SA71 5NJ,51.66757,-4.89158,data not available,data not available,data not available,2026-09-11 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,11786555,active,2019-01-24,2026-01-23,False,0,ALLESTON CLEAN ENERGY LIMITED,100.0,False,"repd_ref    C1595
repd_ref     1765
repd_ref      NaN
Name: 1398, dtype: object",Operational,Pembrokeshire,Sunsave,Dyfed,Wales,SA62 4PY,,,2014-09-12 00:00:00,2014-06-04 00:00:00,100.0,GREEN,planning:operational(2014-09-12)|spv:active|queue_pct:25%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 31 MW at Pembroke Power Station.",2026-05-07T19:15:52,06/09/2020,20/08/2020,12/03/2020,Gate 2
